     1 , 4195194.50
     2 , 4201711.00
     3 , 4122183.75
     4 , 3844879.25
     5 , 4010206.75
     6 , 3988030.00
     7 , 3681125.25
     8 , 3710086.75
     9 , 3567461.50
    10 , 3402766.25
    11 , 3279002.00
    12 , 3068777.25
    13 , 3053820.50
    14 , 2813275.50
    15 , 2682013.50
    16 , 2307988.25
    17 , 2171519.25
    18 , 1917156.12
    19 , 1731312.88
    20 , 1572961.38
    21 , 1226763.00
    22 ,  949069.31
    23 ,  698465.12
    24 ,  348738.62
    25 ,  389292.25
    26 ,   57178.89
    27 , -208280.39
    28 , -327578.34
    29 , -680468.38
    30 , -1042130.12
    31 , -1185869.88
    32 , -1485432.75
    33 , -1752384.50
    34 , -1844949.12
    35 , -2148750.25
    36 , -2196431.00
    37 , -2391883.25
    38 , -2715282.50
    39 , -2873469.25
    40 , -2986444.50
    41 , -3196340.00
    42 , -3330465.50
    43 , -3416560.50
    44 , -3529327.00
    45 , -3727957.75
    46 , -3768873.00
    47 , -3914378.50
    48 , -3883670.00
    49 , -3981187.75
    50 , -3973967.50
    51 , -4182133.75
    52 , -4119260.50
    53 , -4063163.50
    54 , -4093826.75
    55 , -4074924.25
    56 , -4022120.00
    57 , -4136848.25
    58 , -3732169.75
    59 , -3738324.50
    60 , -3704454.75
    61 , -3730577.75
    62 , -3563627.50
    63 , -3512199.25
    64 , -3222234.75
    65 , -3272890.75
    66 , -2925674.50
    67 , -2695374.25
    68 , -2516486.50
    69 , -2175477.50
    70 , -2052517.12
    71 , -1728887.25
    72 , -1605967.12
    73 , -1373182.38
    74 , -1298153.75
    75 , -946356.12
    76 , -668465.44
    77 , -453465.34
    78 , -173259.53
    79 ,  169478.30
    80 ,  294851.28
    81 ,  516981.38
    82 ,  834389.56
    83 , 1176566.88
    84 , 1306856.88
    85 , 1538061.75
    86 , 1776504.75
    87 , 2143130.00
    88 , 2199450.75
    89 , 2381894.75
    90 , 2836237.75
    91 , 2696024.50
    92 , 2846128.25
    93 , 3181666.25
    94 , 3265139.00
    95 , 3547536.00
    96 , 3518376.00
    97 , 3595394.50
    98 , 3789004.75
    99 , 3982241.00
   100 , 3790405.75
   101 , 3977469.25
   102 , 4149013.75
   103 , 4201270.50
   104 , 4175289.00
   105 , 4173538.75
   106 , 4242993.00
   107 , 4146856.50
   108 , 4121940.25
   109 , 4124628.00
   110 , 3951204.25
   111 , 3751829.75
   112 , 3633409.75
   113 , 3823919.00
   114 , 3531594.25
   115 , 3581581.00
   116 , 3407546.25
   117 , 3080372.50
   118 , 2970648.25
   119 , 2678607.25
   120 , 2567290.00
   121 , 2442954.50
   122 , 2392736.00
   123 , 1943267.38
   124 , 1740236.12
   125 , 1599955.88
   126 , 1326824.75
   127 , 1214373.25
   128 ,  770204.56
   129 ,  516062.47
   130 ,  369300.41
   131 ,  208237.81
   132 , -329373.81
   133 , -239687.70
   134 , -707798.88
   135 , -1037366.50
   136 , -1236682.00
   137 , -1401526.88
   138 , -1655840.75
   139 , -1880949.50
   140 , -2068496.50
   141 , -2277580.75
   142 , -2594168.25
   143 , -2708083.25
   144 , -2963514.50
   145 , -3020289.00
   146 , -3060831.00
   147 , -3471191.75
   148 , -3570049.50
   149 , -3548238.25
   150 , -3703059.00
   151 , -3832084.25
   152 , -3891414.25
   153 , -4152199.25
   154 , -4124316.00
   155 , -4239640.50
   156 , -4235475.50
   157 , -4213475.50
   158 , -3985778.00
   159 , -4108551.75
   160 , -4216594.50
   161 , -4000834.50
   162 , -3995790.50
   163 , -3819295.25
   164 , -3983225.75
   165 , -3693949.75
   166 , -3764446.50
   167 , -3467438.50
   168 , -3289847.00
   169 , -3241582.75
   170 , -3055944.75
   171 , -3025680.75
   172 , -2522507.25
   173 , -2495694.00
   174 , -2151469.00
   175 , -2156764.25
   176 , -1988711.88
   177 , -1656754.38
   178 , -1399441.62
   179 , -1029583.88
   180 , -1037031.19
   181 , -688680.50
   182 , -343480.28
   183 , -171855.41
   184 ,   62847.41
   185 ,  322877.22
   186 ,  638880.38
   187 ,  557339.88
   188 , 1127590.75
   189 , 1366037.25
   190 , 1504953.50
   191 , 1707687.62
   192 , 1895131.38
   193 , 2220831.50
   194 , 2334824.75
   195 , 2731721.25
   196 , 2758791.25
   197 , 2907833.50
   198 , 3199428.00
   199 , 3261840.00
   200 , 3552287.25
   201 , 3552805.50
   202 , 3608693.75
   203 , 3836747.25
   204 , 3892335.75
   205 , 3906357.75
   206 , 4125781.50
   207 , 4051880.25
   208 , 4138208.75
   209 , 4094251.25
   210 , 4009836.25
   211 , 4252245.50
   212 , 4173967.50
   213 , 4131841.50
   214 , 4188930.75
   215 , 3888796.50
   216 , 4048563.50
   217 , 3723155.50
   218 , 3795056.75
   219 , 3714320.50
   220 , 3327445.25
   221 , 3164007.25
   222 , 3243810.75
   223 , 2918580.50
   224 , 2779310.75
   225 , 2583076.00
   226 , 2407286.75
   227 , 2076606.12
   228 , 2022545.25
   229 , 1746509.00
   230 , 1478822.62
   231 , 1381868.12
   232 , 1156958.50
   233 ,  788394.69
   234 ,  796962.31
   235 ,  339858.94
   236 ,  -29196.05
   237 , -249837.25
   238 , -394019.06
   239 , -595380.94
   240 , -838909.81
   241 , -1113999.12
   242 , -1435515.88
   243 , -1649593.00
   244 , -1800852.00
   245 , -2091835.25
   246 , -2147216.25
   247 , -2467970.00
   248 , -2735898.25
   249 , -2849750.25
   250 , -3094391.00
   251 , -3188673.00
   252 , -3455948.50
   253 , -3458117.75
   254 , -3606546.00
   255 , -3543920.00
